task_id,length,deadline,vm_id,thread,start_time,finish_time,exec_time,cost
51,1639,2387,2,0,1.93833,3.30500,1.36667,0.04098
52,1175,2095,2,0,3.41500,4.50416,1.08917,0.02938
53,1867,2378,2,0,4.61416,6.28000,1.66583,0.04668
54,1393,1966,2,0,6.39000,7.55250,1.16250,0.03483
57,673,1335,2,0,7.66250,8.33333,0.67083,0.01683
58,1980,2143,2,0,8.44333,10.20416,1.76083,0.04950
59,956,1442,2,0,10.31416,11.11083,0.79667,0.02390
62,109,323,0,1,0.89667,0.96934,0.07267,0.00436
65,157,282,2,1,0.89667,1.07934,0.18267,0.00285
67,261,771,0,1,1.07934,1.29934,0.22000,0.01044
66,216,1107,2,1,1.18934,1.40934,0.22000,0.00393
64,746,867,1,0,0.89667,1.51934,0.62267,0.02664
60,1226,1989,2,0,0.89667,2.02834,1.13167,0.03065
61,1146,1825,2,0,2.13834,3.09417,0.95583,0.02865
63,934,1700,2,0,3.20417,4.09334,0.88917,0.02335
68,527,1364,2,0,4.20334,4.64334,0.44000,0.01318
69,1710,2116,2,0,4.75334,6.28834,1.53500,0.04275
70,903,1096,2,0,1.63500,2.49750,0.86250,0.02257
71,1908,2785,2,0,2.60750,4.23500,1.62750,0.04770
72,1077,1358,2,0,4.34500,5.24333,0.89833,0.02692
73,1927,2821,2,0,5.35333,7.06917,1.71583,0.04817
74,853,1580,2,0,7.17917,8.00000,0.82083,0.02133
75,1433,2421,2,0,8.11000,9.30500,1.19500,0.03582
76,1641,2476,2,0,9.41500,10.89333,1.47833,0.04103
77,965,1846,2,0,11.00333,11.80750,0.80417,0.02413
78,782,1330,2,0,11.91750,12.56917,0.65167,0.01955
79,949,1508,2,0,12.67917,13.58083,0.90167,0.02373
83,471,853,0,0,1.00167,1.29605,0.29438,0.02061
85,630,795,1,0,1.00167,1.51605,0.51438,0.02250
80,1092,1821,2,0,1.00167,2.02167,1.02000,0.02730
81,963,1401,2,0,2.13167,3.04500,0.91333,0.02408
82,760,1579,2,0,3.15500,3.78834,0.63333,0.01900
84,556,1379,2,0,3.89834,4.36167,0.46333,0.01390
86,1522,2270,2,0,4.47167,5.74000,1.26833,0.03805
87,865,1055,2,0,5.85000,6.68084,0.83083,0.02163
88,1026,1260,2,0,6.79084,7.64584,0.85500,0.02565
89,1212,1912,2,0,7.75584,8.86667,1.11083,0.03030
97,103,980,2,1,1.21083,1.30447,0.09364,0.00187
96,211,549,1,1,1.21083,1.41447,0.20364,0.00649
92,440,906,0,0,1.21083,1.52447,0.31364,0.01925
98,667,949,1,0,1.21083,1.74447,0.53364,0.02382
90,1964,2645,2,0,1.21083,2.95750,1.74667,0.04910
91,647,1484,2,0,3.06750,3.71666,0.64917,0.01618
93,410,1039,2,0,3.82666,4.16833,0.34167,0.01025
94,1465,1942,2,0,4.27833,5.61000,1.33167,0.03663
95,1146,1483,2,0,5.72000,6.67583,0.95583,0.02865
99,678,1066,2,0,6.78583,7.46083,0.67500,0.01695
101,265,865,0,1,0.77500,0.95167,0.17667,0.01060
105,201,1034,2,1,0.77500,1.06167,0.28667,0.00365
106,528,759,1,0,0.77500,1.17167,0.39667,0.01886
100,1676,2663,2,0,0.77500,2.28167,1.50667,0.04190
102,1853,2454,2,0,2.39167,4.04667,1.65500,0.04633
103,949,1388,2,0,4.15667,5.05750,0.90083,0.02373
104,725,1587,2,0,5.16750,5.88250,0.71500,0.01813
107,1572,2525,2,0,5.99250,7.41333,1.42083,0.03930
108,1974,2865,2,0,7.52333,9.27917,1.75583,0.04935
109,711,1527,2,0,9.38917,10.09167,0.70250,0.01778
110,644,1329,2,0,0.80250,1.33917,0.53667,0.01610
111,886,1446,2,0,1.44917,2.18750,0.73833,0.02215
112,1263,2207,2,0,2.29750,3.40750,1.11000,0.03158
113,551,1322,2,0,3.51750,4.08667,0.56917,0.01377
114,1090,1637,2,0,4.19667,5.10500,0.90833,0.02725
115,653,1613,2,0,5.21500,5.75917,0.54417,0.01633
116,1316,1763,2,0,5.86917,7.01917,1.15000,0.03290
117,2000,2975,2,0,7.12917,8.90667,1.77750,0.05000
118,945,1483,2,0,9.01667,9.80417,0.78750,0.02363
119,793,1399,2,0,9.91417,10.68500,0.77083,0.01983
121,437,666,0,0,0.87083,1.14396,0.27313,0.01912
120,794,1484,2,0,0.87083,1.64250,0.77167,0.01985
122,1052,1446,2,0,1.75250,2.62916,0.87667,0.02630
123,1923,2683,2,0,2.73916,4.34250,1.60333,0.04808
124,1763,2371,2,0,4.45250,6.03250,1.58000,0.04408
125,1009,1932,2,0,6.14250,7.09416,0.95167,0.02522
126,1452,1905,2,0,7.20416,8.52500,1.32083,0.03630
127,1719,2599,2,0,8.63500,10.06833,1.43333,0.04298
128,1406,2388,2,0,10.17833,11.35000,1.17167,0.03515
129,1429,2130,2,0,11.46000,12.76166,1.30167,0.03573
132,129,475,0,1,1.40167,1.48767,0.08600,0.00516
133,426,845,1,0,1.40167,1.81596,0.41429,0.01521
130,982,1390,2,0,1.40167,2.33000,0.92833,0.02455
131,1579,2377,2,0,2.44000,3.86584,1.42583,0.03948
134,1360,1566,2,0,3.97584,5.21917,1.24333,0.03400
135,1362,1535,2,0,5.32917,6.54667,1.21750,0.03405
136,1144,2016,2,0,6.65667,7.72084,1.06417,0.02860
137,602,1137,2,0,7.83084,8.33250,0.50167,0.01505
138,1538,1754,2,0,8.44250,9.72500,1.28250,0.03845
139,1385,1914,2,0,9.83500,11.10000,1.26500,0.03462
144,285,1284,2,1,1.36500,1.62409,0.25909,0.00518
140,698,1319,2,0,1.36500,2.05667,0.69167,0.01745
141,689,1508,2,0,2.16667,2.74083,0.57417,0.01723
142,1628,2419,2,0,2.85083,4.31833,1.46750,0.04070
143,1777,2548,2,0,4.42833,6.02000,1.59167,0.04442
145,671,1117,2,0,6.13000,6.68917,0.55917,0.01678
146,966,1225,2,0,6.79917,7.60500,0.80583,0.02415
147,436,1390,2,0,7.71500,8.18833,0.47333,0.01090
148,1467,2432,2,0,8.29833,9.59750,1.29917,0.03668
149,880,1780,2,0,9.70750,10.44083,0.73333,0.02200
156,170,791,1,1,0.83333,0.96410,0.13077,0.00523
151,625,732,0,0,0.83333,1.33396,0.50063,0.02734
159,560,662,1,0,0.83333,1.33396,0.50063,0.02000
158,558,900,2,0,0.83333,1.33396,0.50063,0.01395
150,1693,2352,2,0,1.44395,2.96500,1.52104,0.04233
152,826,1546,2,0,3.07500,3.76333,0.68833,0.02065
153,1830,2787,2,0,3.87333,5.50833,1.63500,0.04575
154,1110,1901,2,0,5.61833,6.65333,1.03500,0.02775
155,510,1001,2,0,6.76333,7.26833,0.50500,0.01275
157,615,1413,2,0,7.37833,7.89083,0.51250,0.01537
162,569,940,0,0,0.61250,0.96813,0.35563,0.02489
160,989,1690,2,0,0.61250,1.54667,0.93417,0.02473
161,1865,2534,2,0,1.65667,3.32083,1.66417,0.04663
163,965,1216,2,0,3.43083,4.23500,0.80417,0.02413
164,1494,1703,2,0,4.34500,5.59083,1.24583,0.03735
165,788,1172,2,0,5.70083,6.35833,0.65750,0.01970
166,932,1857,2,0,6.46833,7.35500,0.88667,0.02330
167,864,1036,2,0,7.46500,8.29500,0.83000,0.02160
168,921,1430,2,0,8.40500,9.28250,0.87750,0.02302
169,1315,1461,2,0,9.39250,10.50250,1.11000,0.03288
175,152,944,0,1,1.21000,1.31133,0.10133,0.00608
179,469,601,0,0,1.21000,1.53133,0.32133,0.02052
177,648,852,1,0,1.21000,1.75133,0.54133,0.02314
170,1815,2196,2,0,1.21000,2.83250,1.62250,0.04538
171,1522,1820,2,0,2.94250,4.32167,1.37917,0.03805
172,903,1078,2,0,4.43167,5.18417,0.75250,0.02257
173,1880,2672,2,0,5.29417,6.97167,1.67750,0.04700
174,1105,1354,2,0,7.08167,8.00250,0.92083,0.02762
176,670,1287,2,0,8.11250,8.77833,0.66583,0.01675
178,773,1688,2,0,8.88833,9.53250,0.64417,0.01933
180,136,859,0,1,0.74417,0.83484,0.09067,0.00544
187,219,1206,2,1,0.74417,1.05326,0.30909,0.00398
183,603,780,1,0,0.74417,1.27326,0.52909,0.02154
181,1782,2143,2,0,0.74417,2.33917,1.59500,0.04455
182,1619,2159,2,0,2.44917,3.80000,1.35083,0.04048
184,1138,1635,2,0,3.91000,4.96834,1.05833,0.02845
185,926,1269,2,0,5.07834,5.96084,0.88250,0.02315
186,1634,2433,2,0,6.07084,7.54334,1.47250,0.04085
188,935,1424,2,0,7.65334,8.53334,0.88000,0.02338
189,1607,2205,2,0,8.64334,10.09417,1.45083,0.04017
199,214,456,2,1,1.55083,1.74538,0.19455,0.00389
192,619,784,0,0,1.55083,1.95726,0.40643,0.02708
197,415,610,1,0,1.55083,1.95726,0.40643,0.01482
190,830,1772,2,0,1.55083,2.35250,0.80167,0.02075
191,1116,1759,2,0,2.46250,3.49083,1.02833,0.02790
193,502,1497,2,0,3.60083,4.12916,0.52833,0.01255
194,1831,2064,2,0,4.23916,5.87583,1.63667,0.04577
195,1408,1933,2,0,5.98583,7.27000,1.28417,0.03520
196,849,1076,2,0,7.38000,8.19750,0.81750,0.02123
198,483,1064,2,0,8.30750,8.82000,0.51250,0.01208
